tentativa,activation, init, lr, lr_reg, opt, reg, units1, loss
0,linear, random_normal, 0.001, 1e-05, SGD, l1l2, 64, 16.1919
1,relu, random_uniform, 0.0001, 0.001, Adam, l1l2, 64, 99.2189
2,linear, random_uniform, 0.0001, 0.01, RMSprop, l1l2, 32, 99.5009
3,relu, random_uniform, 0.0001, 0.001, Adam, l1, 128, 99.3693
4,relu, random_normal, 0.01, 0.01, RMSprop, l2, 64, 31.9458
5,linear, random_normal, 0.01, 0.0001, SGD, l1, 32, 12.3032
6,relu, random_uniform, 0.0001, 0.0001, Adamgrad, l1l2, 64, 98.8968
7,linear, random_normal, 0.01, 0.0001, SGD, l1, 64, 12.0294
8,linear, random_normal, 0.001, 0.001, Adam, l1, 32, 80.7381
9,relu, random_uniform, 0.01, 0.01, Adam, l1l2, 32, 99.5009
10,linear, random_uniform, 0.0001, 1e-05, SGD, l1, 32, 93.9259
11,relu, random_uniform, 0.0001, 1e-05, RMSprop, l1, 64, 11.6701
12,relu, random_uniform, 0.001, 1e-05, Adam, l2, 128, 80.2302
13,relu, random_normal, 0.0001, 0.001, SGD, l1l2, 32, 96.3084
14,relu, random_uniform, 0.001, 0.001, SGD, l1l2, 64, 91.0479
15,relu, random_normal, 0.01, 0.01, Adamgrad, l1l2, 32, 99.5003
16,linear, random_uniform, 0.01, 1e-05, SGD, l1l2, 128, 19.3275
17,linear, random_uniform, 0.001, 0.01, Adam, l1, 128, 99.5003
18,relu, random_uniform, 0.01, 1e-05, RMSprop, l1, 128, 13.0335
19,linear, random_normal, 0.0001, 0.01, SGD, l2, 64, 48.4225
20,linear, random_normal, 0.01, 0.0001, RMSprop, l1, 64, 14.2892
21,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9241
22,relu, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.4992
23,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.0571
24,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9717
25,linear, random_normal, 0.0001, 0.0001, RMSprop, l2, 64, 10.9755
26,linear, random_normal, 0.0001, 0.0001, Adamgrad, l1, 64, 98.6634
27,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 11.1289
28,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 64, 10.9944
29,linear, random_normal, 0.0001, 0.0001, RMSprop, l2, 64, 11.2134
30,linear, random_normal, 0.001, 0.0001, RMSprop, l1, 64, 11.0897
31,linear, random_normal, 0.0001, 0.0001, Adamgrad, l1, 64, 99.3492
32,linear, random_normal, 0.0001, 0.0001, RMSprop, l1, 128, 10.8682
33,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.8052
34,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.8364
35,linear, random_normal, 0.0001, 0.001, Adamgrad, l2, 128, 97.6122
36,linear, random_normal, 0.001, 0.001, RMSprop, l2, 128, 12.6484
37,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.945
38,linear, random_normal, 0.0001, 0.001, Adam, l2, 128, 99.1984
39,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 11.0521
40,linear, random_normal, 0.001, 0.001, Adamgrad, l2, 128, 34.9243
41,linear, random_normal, 0.0001, 0.001, Adam, l2, 128, 97.9457
42,linear, random_normal, 0.01, 0.001, RMSprop, l2, 128, 20.0016
43,linear, random_uniform, 0.0001, 0.001, RMSprop, l2, 128, 10.7814
44,relu, random_uniform, 0.001, 0.001, SGD, l2, 32, 18.3356
45,linear, random_uniform, 0.0001, 0.001, Adam, l2, 128, 99.4975
46,relu, random_uniform, 0.01, 0.01, Adamgrad, l2, 128, 20.0126
47,linear, random_uniform, 0.0001, 1e-05, RMSprop, l1l2, 32, 13.1284
48,relu, random_uniform, 0.001, 0.001, SGD, l2, 128, 13.4069
49,linear, random_uniform, 0.01, 0.001, Adam, l1l2, 128, 70.3383
50,linear, random_uniform, 0.0001, 0.01, RMSprop, l2, 32, 13.026
51,relu, random_uniform, 0.0001, 1e-05, SGD, l2, 128, 69.7516
52,linear, random_uniform, 0.01, 0.001, RMSprop, l1l2, 128, 33.6491
53,linear, random_uniform, 0.001, 0.001, Adamgrad, l2, 128, 49.7822
54,relu, random_uniform, 0.0001, 0.01, RMSprop, l2, 32, 20.8068
55,linear, random_uniform, 0.0001, 1e-05, Adam, l1l2, 128, 99.0479
56,linear, random_uniform, 0.01, 0.001, RMSprop, l2, 128, 19.2006
57,relu, random_uniform, 0.0001, 0.001, SGD, l2, 32, 96.1921
58,linear, random_uniform, 0.0001, 0.01, RMSprop, l1l2, 128, 99.4894
59,linear, random_uniform, 0.001, 1e-05, RMSprop, l2, 128, 11.1735
60,linear, random_uniform, 0.0001, 0.001, Adamgrad, l2, 32, 99.3355
61,relu, random_uniform, 0.01, 0.001, RMSprop, l2, 128, 16.6838
62,linear, random_normal, 0.0001, 0.01, Adam, l1l2, 128, 98.3142
63,linear, random_uniform, 0.0001, 1e-05, SGD, l2, 128, 46.963
64,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 32, 11.7964
65,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.9619
66,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.9303
67,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.8825
68,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.8493
69,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.9047
70,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.9399
71,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.8919
72,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.7883
73,linear, random_normal, 0.0001, 0.001, RMSprop, l2, 128, 10.9313
74,linear, random_normal, 0.001, 0.001, RMSprop, l2, 128, 12.9563
75,linear, random_normal, 0.0001, 0.001, Adamgrad, l2, 128, 98.5906
76,linear, random_normal, 0.0001, 0.01, RMSprop, l1l2, 128, 99.2124
77,linear, random_normal, 0.0001, 0.001, Adam, l2, 128, 98.1262
78,relu, random_normal, 0.01, 1e-05, RMSprop, l1, 64, 13.0704
79,linear, random_normal, 0.0001, 0.001, SGD, l2, 128, 34.056
