tentativa,activation, init, lr, lr_reg, opt, reg, units1, loss
0,relu, random_uniform, 0.01, 0.01, RMSprop, l2, 32, 28.3716
1,linear, random_uniform, 0.0001, 0.0001, SGD, l1, 32, 95.5644
2,linear, random_uniform, 0.001, 0.0001, SGD, l2, 32, 14.3739
3,relu, random_uniform, 0.001, 0.001, SGD, l1l2, 64, 88.6374
4,linear, random_uniform, 0.001, 0.01, SGD, l1, 64, 99.5016
5,linear, random_uniform, 0.01, 0.001, SGD, l1, 128, 13.7499
6,relu, random_normal, 0.001, 0.01, Adam, l1l2, 32, 98.8969
7,relu, random_normal, 0.001, 1e-05, Adam, l1, 128, 42.5387
8,linear, random_uniform, 0.0001, 0.001, SGD, l2, 64, 71.5943
9,relu, random_normal, 0.01, 0.0001, Adamgrad, l1l2, 128, 20.5275
10,linear, random_normal, 0.001, 0.01, Adamgrad, l1l2, 64, 96.6922
11,relu, random_uniform, 0.01, 0.0001, RMSprop, l1l2, 128, 30.7852
12,relu, random_normal, 0.01, 1e-05, Adamgrad, l2, 64, 12.581
13,relu, random_normal, 0.0001, 0.0001, Adam, l1, 32, 98.377
14,linear, random_normal, 0.0001, 0.0001, Adam, l1, 64, 98.8242
15,relu, random_normal, 0.001, 0.01, Adam, l2, 128, 45.9698
16,linear, random_normal, 0.001, 0.0001, Adamgrad, l1, 32, 73.599
17,relu, random_normal, 0.01, 1e-05, Adamgrad, l1l2, 64, 17.5179
18,relu, random_normal, 0.0001, 0.01, Adamgrad, l1l2, 64, 98.947
19,relu, random_normal, 0.001, 1e-05, Adam, l1l2, 64, 66.3142
20,linear, random_uniform, 0.01, 0.001, RMSprop, l2, 128, 20.4762
21,linear, random_uniform, 0.01, 0.001, Adamgrad, l2, 128, 12.6816
22,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.3394
23,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.2374
24,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.0436
25,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.7412
26,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.2018
27,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.4738
28,linear, random_uniform, 0.01, 1e-05, RMSprop, l2, 128, 13.3667
29,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.4722
30,linear, random_uniform, 0.01, 1e-05, RMSprop, l2, 128, 13.9261
31,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.552
32,linear, random_uniform, 0.0001, 1e-05, Adamgrad, l2, 32, 99.0555
33,linear, random_uniform, 0.01, 1e-05, Adamgrad, l2, 128, 12.3215
34,linear, random_uniform, 0.01, 1e-05, SGD, l2, 32, 10.8122
35,linear, random_uniform, 0.01, 0.001, SGD, l2, 32, 12.363
36,linear, random_uniform, 0.0001, 1e-05, SGD, l2, 32, 96.6692
37,linear, random_uniform, 0.01, 0.01, SGD, l1, 32, 99.5028
38,linear, random_uniform, 0.01, 1e-05, SGD, l2, 32, 11.657
39,linear, random_uniform, 0.01, 0.001, SGD, l1, 32, 13.9443
40,linear, random_uniform, 0.001, 0.01, SGD, l2, 32, 53.6573
41,linear, random_uniform, 0.0001, 1e-05, SGD, l2, 32, 97.5107
42,linear, random_uniform, 0.01, 1e-05, SGD, l1l2, 32, 17.1956
43,linear, random_uniform, 0.01, 0.0001, SGD, l1, 32, 11.8168
44,relu, random_uniform, 0.001, 0.001, SGD, l2, 32, 17.7347
45,linear, random_uniform, 0.0001, 0.0001, SGD, l1l2, 32, 93.147
46,linear, random_uniform, 0.01, 0.01, SGD, l2, 32, 16.0701
47,relu, random_normal, 0.001, 1e-05, SGD, l1, 32, 15.2576
48,linear, random_uniform, 0.01, 0.0001, RMSprop, l2, 32, 14.2823
49,relu, random_normal, 0.0001, 1e-05, Adam, l1l2, 32, 98.404
50,linear, random_uniform, 0.01, 0.01, SGD, l1, 64, 99.5014
51,relu, random_uniform, 0.001, 0.001, SGD, l2, 32, 17.8976
52,linear, random_normal, 0.01, 1e-05, Adam, l1l2, 32, 34.1331
