tentativa,activation,dropout,init,lr,lr_reg,n_layers,opt,reg,units1,loss
27,linear,0.1,random_uniform,0.01,0.00001,2,SGD,l2,64,36.9097
28,linear,0.5,random_uniform,0.01,0.00001,1,SGD,l2,64,36.9217
29,relu,0.7,random_uniform,0.01,0.00001,2,SGD,l2,64,71.6508
30,linear,0.3,random_uniform,0.01,0.00001,1,SGD,l2,64,37.3724
31,linear,0.5,random_uniform,0.01,0.00001,4,SGD,l2,64,96.2074
32,linear,0.1,random_uniform,0.01,0.00001,2,SGD,l2,64,38.6247
33,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,35.8996
34,linear,0.1,random_normal,0.0001,0.00001,2,SGD,l1l2,64,96.2074
35,linear,0.3,random_normal,0.01,0.001,1,Adam,l2,64,45.5502
36,relu,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,44.2355
37,linear,0.1,random_normal,0.01,0.0001,2,SGD,l2,64,37.7931
38,linear,0.7,random_normal,0.0001,0.00001,1,SGD,l1l2,128,96.2074
39,relu,0,random_normal,0.01,0.001,4,Adam,l2,64,96.2074
40,linear,0.1,random_normal,0.01,0.00001,1,SGD,l2,64,35.8034
41,linear,0.5,random_normal,0.01,0.0001,1,SGD,l2,64,37.1803
42,relu,0.3,random_normal,0.001,0.01,1,Adam,l1l2,128,96.2074
43,linear,0.1,random_normal,0.0001,0.001,1,SGD,l2,64,96.2074
44,linear,0,random_normal,0.01,0.00001,1,SGD,l1,64,35.6321
45,relu,0,random_normal,0.001,0.0001,1,RMSprop,l1,128,36.2676
46,linear,0,random_normal,0.01,0.01,1,Adam,l1,32,96.2074
47,linear,0,random_normal,0.01,0.00001,1,Adamgrad,l1,64,41.5419
48,relu,0,random_normal,0.001,0.001,4,RMSprop,l1,128,93.2984
49,linear,0,random_normal,0.0001,0.0001,1,SGD,l1,64,96.2074
50,linear,0,random_normal,0.01,0.01,1,Adamgrad,l1,32,96.2074
51,linear,0.7,random_normal,0.001,0.00001,4,SGD,l1,64,96.2074
52,relu,0.1,random_normal,0.01,0.00001,1,Adam,l1,128,40.9782
53,linear,0,random_normal,0.0001,0.001,1,RMSprop,l1l2,32,96.2074
54,linear,0.1,random_normal,0.01,0.00001,1,SGD,l1,64,36.5506
55,linear,0.3,random_normal,0.001,0.01,4,Adamgrad,l1,64,96.2074
56,relu,0,random_normal,0.01,0.0001,1,SGD,l1l2,32,88.1388
57,linear,0.7,random_normal,0.01,0.00001,1,RMSprop,l1,64,43.2821
58,linear,0.1,random_normal,0.0001,0.00001,1,SGD,l1,128,96.1768
59,linear,0,random_normal,0.01,0.00001,4,Adamgrad,l1l2,64,96.2074
60,linear,0.1,random_normal,0.001,0.01,1,Adam,l1,32,96.2074
61,relu,0.3,random_normal,0.01,0.001,1,SGD,l1,64,76.4819
62,linear,0.7,random_normal,0.01,0.00001,4,SGD,l1l2,64,96.2074
63,linear,0.1,random_normal,0.0001,0.0001,1,RMSprop,l1,128,38.6309
64,linear,0,random_normal,0.01,0.00001,1,SGD,l2,64,36.5091
65,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,36.6149
66,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,36.2459
67,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,36.8936
68,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,37.6881
69,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,36.143
70,linear,0.5,random_normal,0.01,0.00001,1,SGD,l2,64,37.3685
71,linear,0.1,random_normal,0.01,0.00001,1,SGD,l2,64,36.4437
72,linear,0.3,random_normal,0.01,0.00001,1,SGD,l2,64,35.717
73,linear,0.3,random_normal,0.01,0.00001,1,SGD,l2,64,36.2877
74,linear,0.3,random_normal,0.01,0.00001,2,Adamgrad,l2,64,48.2667
75,linear,0.3,random_normal,0.01,0.00001,1,SGD,l2,64,35.7249
76,linear,0.3,random_normal,0.01,0.001,1,Adam,l2,32,44.8126
77,relu,0.3,random_normal,0.001,0.01,4,SGD,l1l2,64,96.2074
78,linear,0.3,random_normal,0.01,0.00001,1,SGD,l2,64,35.3058
79,linear,0.3,random_uniform,0.0001,0.0001,2,SGD,l2,64,96.2074
