tentativa,'activation','dropout','init','lr_reg','lr','n_layers','opt','reg','units1','loss','time'
0,'linear',0.1,'random_normal',0.001,0.001,1,'Adam','l2',64,91.1082,datetime.datetime(2018,9,28,10,42,39,643000)
1,'linear',0,'random_uniform',0.001,0.01,2,'SGD','l1',32,42.6227,datetime.datetime(2018,9,28,10,44,18,285000)
2,'linear',0,'random_uniform',0.001,0.0001,4,'SGD','l1l2',32,91.1082,datetime.datetime(2018,9,28,10,49,8,545000)
3,'linear',0.7,'random_normal',0.01,0.01,1,'Adam','l2',32,58.2919,datetime.datetime(2018,9,28,10,51,5,992000)
4,'relu',0.1,'random_uniform',0.01,0.001,2,'Adam','l1',128,91.1082,datetime.datetime(2018,9,28,10,56,10,879000)
5,'relu',0,'random_normal',0.01,0.01,1,'SGD','l2',128,34.9865,datetime.datetime(2018,9,28,10,58,22,503000)
6,'relu',0.5,'random_uniform',0.001,0.01,2,'SGD','l2',64,53.3141,datetime.datetime(2018,9,28,11,1,52,623000)
7,'linear',0.7,'random_uniform',0.01,0.01,1,'Adamgrad','l1',32,58.6363,datetime.datetime(2018,9,28,11,7,37,209000)
8,'relu',0,'random_normal',0.001,0.01,2,'SGD','l1',128,35.4822,datetime.datetime(2018,9,28,11,14,29,998000)
9,'relu',0.3,'random_normal',0.01,0.001,2,'RMSprop','l2',128,37.1799,datetime.datetime(2018,9,28,11,18,57,791000)
10,'linear',0.3,'random_normal',0.001,0.001,1,'SGD','l1l2',128,39.1012,datetime.datetime(2018,9,28,11,24,16,212000)
11,'relu',0.1,'random_uniform',0.00001,0.001,2,'RMSprop','l1l2',128,38.106,datetime.datetime(2018,9,28,11,30,44,383000)
12,'relu',0.5,'random_uniform',0.00001,0.001,2,'Adamgrad','l1',128,91.1082,datetime.datetime(2018,9,28,11,36,24,148000)
13,'linear',0.3,'random_normal',0.01,0.01,1,'Adamgrad','l1l2',64,42.9024,datetime.datetime(2018,9,28,11,38,58,356000)
14,'linear',0.5,'random_uniform',0.01,0.0001,2,'RMSprop','l1',32,69.1949,datetime.datetime(2018,9,28,11,46,20,677000)
15,'relu',0.7,'random_normal',0.00001,0.01,1,'SGD','l2',64,61.0401,datetime.datetime(2018,9,28,11,55,38,775000)
16,'relu',0.7,'random_normal',0.01,0.0001,4,'SGD','l1l2',128,91.1082,datetime.datetime(2018,9,28,12,0,34,506000)
17,'relu',0.5,'random_normal',0.0001,0.01,1,'SGD','l2',64,43.6515,datetime.datetime(2018,9,28,12,3,37,595000)
18,'linear',0.1,'random_uniform',0.001,0.001,4,'Adamgrad','l2',64,91.1082,datetime.datetime(2018,9,28,12,9,37,454000)
19,'relu',0.3,'random_normal',0.00001,0.01,4,'Adamgrad','l1',32,91.1082,datetime.datetime(2018,9,28,12,12,45,485000)
20,'relu',0,'random_normal',0.001,0.01,2,'SGD','l1',128,36.8957,datetime.datetime(2018,9,28,12,15,59,324000)
21,'relu',0,'random_normal',0.0001,0.01,1,'SGD','l1',128,35.379,datetime.datetime(2018,9,28,12,19,52,954000)
22,'relu',0,'random_normal',0.01,0.01,1,'SGD','l2',128,35.0945,datetime.datetime(2018,9,28,12,24,16,636000)
23,'relu',0,'random_normal',0.01,0.0001,1,'SGD','l2',128,91.1082,datetime.datetime(2018,9,28,12,28,49,214000)
24,'relu',0,'random_normal',0.01,0.01,1,'SGD','l2',128,35.8702,datetime.datetime(2018,9,28,12,31,19,459000)
25,'relu',0,'random_normal',0.01,0.01,1,'Adam','l2',128,39.0482,datetime.datetime(2018,9,28,12,35,43,885000)
26,'relu',0,'random_normal',0.0001,0.01,1,'RMSprop','l2',128,43.0452,datetime.datetime(2018,9,28,12,44,6,152000)
27,'relu',0,'random_normal',0.01,0.0001,1,'SGD','l2',128,91.1082,datetime.datetime(2018,9,28,12,47,56,890000)
28,'relu',0,'random_normal',0.00001,0.01,1,'Adam','l2',128,45.4619,datetime.datetime(2018,9,28,12,50,31,49000)
29,'relu',0,'random_normal',0.01,0.01,1,'SGD','l2',128,35.1212,datetime.datetime(2018,9,28,12,57,42,581000)
30,'relu',0.1,'random_normal',0.01,0.01,4,'SGD','l2',128,37.3602,datetime.datetime(2018,9,28,13,2,32,140000)
31,'relu',0,'random_normal',0.00001,0.0001,1,'RMSprop','l2',128,36.0856,datetime.datetime(2018,9,28,13,12,11,344000)
32,'relu',0,'random_normal',0.01,0.01,1,'Adam','l2',32,55.1267,datetime.datetime(2018,9,28,13,19,14,40000)
33,'linear',0,'random_normal',0.0001,0.01,4,'SGD','l1l2',64,53.0411,datetime.datetime(2018,9,28,13,27,29,294000)
34,'relu',0.7,'random_normal',0.0001,0.01,1,'SGD','l2',32,66.0608,datetime.datetime(2018,9,28,13,33,30,458000)
35,'relu',0.1,'random_uniform',0.01,0.0001,1,'Adam','l2',128,91.1082,datetime.datetime(2018,9,28,13,41,55,980000)
36,'linear',0.5,'random_normal',0.01,0.01,1,'SGD','l2',128,37.9282,datetime.datetime(2018,9,28,13,45,34,686000)
37,'relu',0,'random_normal',0.00001,0.001,4,'SGD','l1l2',32,91.1082,datetime.datetime(2018,9,28,13,51,35,179000)
38,'relu',0.3,'random_uniform',0.01,0.01,1,'Adamgrad','l2',64,56.5056,datetime.datetime(2018,9,28,13,55,2,548000)
39,'linear',0.7,'random_normal',0.0001,0.01,1,'RMSprop','l2',128,90.8461,datetime.datetime(2018,9,28,14,6,40,468000)
40,'relu',0,'random_uniform',0.0001,0.001,1,'Adam','l1l2',128,91.1082,datetime.datetime(2018,9,28,14,10,44,551000)
