tentativa,activation, dropout, init, lr, lr_reg, n_layers, opt, reg, units1, loss
33,linear, 0.3, random_normal, 0.0001, 0.0001, 1, RMSprop, l1, 128, 39.388
34,linear, 0, random_normal, 0.0001, 0.0001, 4, SGD, l2, 128, 91.1082
35,linear, 0, random_normal, 0.001, 1e-05, 1, RMSprop, l2, 32, 34.6522
36,linear, 0.3, random_normal, 0.001, 1e-05, 4, RMSprop, l1l2, 32, 78.6595
37,linear, 0.1, random_normal, 0.001, 1e-05, 1, Adamgrad, l2, 32, 91.1082
38,linear, 0, random_normal, 0.001, 1e-05, 4, Adam, l1, 32, 91.1082
39,linear, 0.5, random_normal, 0.001, 1e-05, 1, SGD, l2, 32, 91.1082
40,linear, 0.7, random_normal, 0.001, 1e-05, 1, RMSprop, l1l2, 32, 60.914
41,linear, 0.1, random_normal, 0.001, 1e-05, 4, RMSprop, l2, 32, 58.146
42,relu, 0.3, random_normal, 0.001, 1e-05, 2, Adamgrad, l1, 32, 91.1082
43,linear, 0, random_normal, 0.001, 0.01, 1, Adam, l2, 32, 91.1082
44,linear, 0.7, random_normal, 0.001, 0.001, 1, RMSprop, l1l2, 32, 91.1082
45,relu, 0.5, random_normal, 0.001, 1e-05, 4, SGD, l2, 32, 91.1082
46,linear, 0.1, random_normal, 0.01, 0.01, 2, RMSprop, l2, 64, 82.5434
47,relu, 0, random_normal, 0.001, 1e-05, 1, Adamgrad, l1l2, 32, 91.1082
48,linear, 0.7, random_uniform, 0.01, 0.001, 1, Adam, l2, 64, 91.1082
49,linear, 0.3, random_normal, 0.001, 0.01, 2, RMSprop, l1, 32, 91.1082
50,relu, 0, random_normal, 0.01, 1e-05, 4, SGD, l2, 64, 91.1082
51,linear, 0.5, random_uniform, 0.001, 1e-05, 1, RMSprop, l1l2, 32, 61.6775
52,relu, 0.1, random_normal, 0.001, 0.001, 2, Adamgrad, l2, 128, 91.1082
53,linear, 0, random_uniform, 0.0001, 0.01, 1, RMSprop, l2, 64, 63.5995
54,linear, 0.7, random_normal, 0.01, 0.001, 1, Adam, l2, 128, 57.9022
55,linear, 0, random_normal, 0.0001, 1e-05, 4, RMSprop, l1, 32, 77.4254
56,relu, 0.5, random_uniform, 0.001, 0.01, 1, SGD, l2, 128, 91.1082
57,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l1l2, 64, 77.4781
58,linear, 0, random_normal, 0.01, 1e-05, 1, RMSprop, l2, 128, 38.7236
59,relu, 0.1, random_uniform, 0.0001, 0.0001, 1, Adamgrad, l2, 32, 91.1082
60,linear, 0.3, random_normal, 0.001, 0.001, 1, Adam, l1, 128, 91.1082
61,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 37.33
62,linear, 0.7, random_uniform, 0.01, 1e-05, 2, RMSprop, l1l2, 32, 86.527
63,linear, 0, random_normal, 0.0001, 0.0001, 2, SGD, l2, 64, 91.1082
64,relu, 0.5, random_normal, 0.001, 0.01, 2, RMSprop, l2, 128, 61.1866
65,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 38.3553
66,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 38.7582
67,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 38.6134
68,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 38.0947
69,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 37.1053
70,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 37.2551
71,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 36.9874
72,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 37.5551
73,linear, 0, random_normal, 0.0001, 0.0001, 2, RMSprop, l2, 128, 38.9246
74,linear, 0.3, random_normal, 0.0001, 0.0001, 2, Adamgrad, l2, 128, 91.1082
75,linear, 0, random_normal, 0.0001, 1e-05, 2, RMSprop, l1, 128, 37.3386
76,linear, 0.1, random_normal, 0.0001, 0.0001, 2, Adam, l2, 32, 91.1082
77,linear, 0, random_normal, 0.001, 0.001, 2, RMSprop, l2, 128, 39.0202
78,linear, 0.7, random_normal, 0.0001, 0.0001, 2, SGD, l1l2, 32, 91.1082
79,linear, 0, random_uniform, 0.01, 1e-05, 4, RMSprop, l2, 128, 94.482
