tentativa,activation, dropout, init, lr, lr_reg, n_layers, opt, reg, units1, loss
0,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 38.7876
1,linear, 0.3, random_uniform, 0.0001, 0.001, 1, SGD, l1, 32, 91.1082
2,linear, 0.3, random_normal, 0.0001, 0.01, 2, RMSprop, l2, 64, 60.3618
3,relu, 0.3, random_normal, 0.01, 0.01, 1, RMSprop, l1, 128, 91.1082
4,relu, 0.7, random_normal, 0.0001, 0.01, 4, Adamgrad, l2, 32, 91.1082
5,linear, 0.1, random_uniform, 0.001, 1e-05, 4, SGD, l1l2, 128, 91.1082
6,linear, 0.3, random_normal, 0.0001, 0.001, 4, RMSprop, l1l2, 64, 91.1082
7,relu, 0, random_normal, 0.01, 0.001, 2, Adam, l2, 32, 91.1082
8,linear, 0.1, random_uniform, 0.001, 1e-05, 2, Adam, l2, 32, 91.1082
9,linear, 0.7, random_normal, 0.001, 0.001, 4, RMSprop, l1l2, 128, 91.1082
10,linear, 0.7, random_normal, 0.01, 0.01, 1, Adamgrad, l1, 64, 91.1082
11,relu, 0.5, random_normal, 0.01, 0.01, 2, RMSprop, l2, 128, 85.5326
12,relu, 0.1, random_uniform, 0.0001, 0.01, 4, Adamgrad, l1l2, 64, 91.1082
13,relu, 0.7, random_uniform, 0.001, 1e-05, 2, Adam, l2, 128, 91.1082
14,relu, 0.5, random_normal, 0.0001, 0.001, 1, SGD, l2, 128, 91.1082
15,linear, 0.7, random_uniform, 0.01, 0.001, 1, Adamgrad, l2, 128, 91.0505
16,relu, 0.5, random_uniform, 0.001, 0.01, 2, SGD, l1l2, 64, 91.1082
17,relu, 0.1, random_uniform, 0.01, 0.001, 2, SGD, l1l2, 32, 91.1082
18,relu, 0, random_normal, 0.01, 1e-05, 1, Adam, l2, 64, 91.1082
19,linear, 0.5, random_uniform, 0.01, 0.0001, 2, RMSprop, l2, 64, 50.4183
20,linear, 0, random_uniform, 0.0001, 0.0001, 1, RMSprop, l2, 64, 47.7674
21,linear, 0, random_uniform, 0.0001, 0.0001, 1, RMSprop, l2, 128, 39.2963
22,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l1, 128, 39.6791
23,linear, 0, random_uniform, 0.0001, 0.0001, 1, RMSprop, l2, 128, 39.2885
24,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 38.1423
25,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 39.0469
26,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l1, 128, 40.0555
27,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 38.6753
28,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 38.6648
29,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 38.6994
30,linear, 0, random_normal, 0.0001, 0.0001, 1, Adamgrad, l1, 128, 91.1082
31,linear, 0, random_normal, 0.0001, 0.0001, 1, RMSprop, l2, 128, 39.349
32,linear, 0.3, random_normal, 0.0001, 0.0001, 1, Adam, l2, 32, 91.1082
